cycle,avg_attention,avg_performance,is_break,high_attention_count
534,0.3823999999999998,0.968,false,4
535,0.3383999999999998,0.968,false,0
536,0.2999999999999998,0.968,false,0
537,0.2619999999999998,0.968,false,0
538,0.22399999999999978,0.968,false,0
539,0.1859999999999998,0.968,false,0
540,0.14799999999999983,0.968,true,0
541,0.19079999999999978,0.968,true,0
542,0.23519999999999974,0.968,true,0
543,0.28039999999999976,0.968,true,0
544,0.3263999999999998,0.968,true,0
545,0.37239999999999995,0.968,true,0
546,0.41919999999999985,0.968,true,3
547,0.46759999999999985,0.968,true,5
548,0.5167999999999999,0.968,true,6
549,0.5659999999999997,0.968,true,6
550,0.6108,0.968,true,9
551,0.6515999999999998,0.968,true,9
552,0.6868,0.968,true,11
553,0.7236000000000001,0.968,true,13
554,0.7607999999999998,0.968,true,19
555,0.7988000000000001,0.9684,false,19
556,0.7527999999999999,0.9684,false,19
557,0.706,0.9684,false,13
558,0.6575999999999997,0.9684,false,11
559,0.6067999999999999,0.9684,false,9
560,0.5576,0.9684,false,9
561,0.5083999999999999,0.9684,false,5
562,0.45919999999999994,0.9684,false,5
563,0.41399999999999976,0.9684,false,5
564,0.3751999999999998,0.9684,false,5
565,0.33719999999999994,0.9684,false,0
566,0.2991999999999998,0.9684,false,0
567,0.2611999999999999,0.9684,false,0
568,0.2231999999999998,0.9684,false,0
569,0.1851999999999998,0.9684,false,0
570,0.14719999999999986,0.9684,true,0
571,0.19239999999999977,0.9684,true,0
572,0.23919999999999977,0.9684,true,0
573,0.28599999999999987,0.9684,true,0
574,0.3327999999999998,0.9684,true,0
575,0.3779999999999999,0.9684,true,0
576,0.42559999999999987,0.9684,true,5
577,0.4763999999999999,0.9684,true,5
578,0.5271999999999999,0.9684,true,5
579,0.5771999999999998,0.9684,true,6
580,0.6228000000000001,0.9684,true,9
581,0.6612,0.9684,true,9
582,0.6979999999999998,0.9684,true,11
583,0.7356,0.9684,true,13
584,0.7744,0.9684,true,19
585,0.8108000000000003,0.9688,false,19
586,0.7631999999999999,0.9688,false,19
587,0.7147999999999999,0.9688,false,13
588,0.6648000000000001,0.9688,false,11
589,0.6148,0.9688,false,9
590,0.5647999999999999,0.9688,false,9
591,0.5139999999999997,0.9688,false,4
592,0.4623999999999999,0.9688,false,4
593,0.41879999999999984,0.9688,false,4
594,0.37839999999999985,0.9688,false,4
595,0.3387999999999999,0.9688,false,0
596,0.2967999999999998,0.9688,false,0
597,0.2539999999999998,0.9688,false,0
598,0.2143999999999998,0.9688,false,0
599,0.17559999999999984,0.9688,false,0
600,0.1367999999999998,0.9688,true,0
601,0.1835999999999998,0.9688,true,0
602,0.23039999999999974,0.9688,true,0
603,0.27559999999999985,0.9688,true,0
604,0.3223999999999998,0.9688,true,0
605,0.3675999999999999,0.9688,true,0
